Date;4TC_PCURMON;4TC_P+1MON;4TC_P+2MON;4TC_P+3MON;4TC_P+4MON;4TC_PCURQ;4TC_P+1Q;4TC_P+2Q;4TC_P+3Q;4TC_P+4Q;4TC_P+1CAL;4TC_P+2CAL;4TC_P+3CAL;4TC_P+4CAL;Rollover P_1M;Days to CM;Tr. Days to CM;Days to 1M;Tr. Days to 1M;CM days away;1MON  days away;Tr. Days Month;Total days;Perp w C_1M;w C;w 1M;4TC_PERP_OLD;Rollover;4TC_ROLL
04.10.2018;13442;13104;12729;12308;11967;13092;12192;13117;12621;13554;12871;12396;10813;9858;FALSE;27;20;57;42;3;19;23;22;13396;0,090909091;0,909090909;;0;13442,00
05.10.2018;13550;13092;12763;12313;11971;13135;12238;13108;12613;13442;12850;12371;10746;9796;FALSE;26;19;56;41;4;18;23;22;13467;0,136363636;0,863636364;;0;13550,00
08.10.2018;13558;13071;12700;12283;11950;13110;12204;13125;12604;13400;12834;12354;10725;9779;FALSE;23;18;53;40;5;17;23;22;13447;0,181818182;0,818181818;;0;13558,00
09.10.2018;13400;12850;12508;12100;11767;12920;11900;12954;12517;13363;12684;12142;10596;9679;FALSE;22;17;52;39;6;16;23;22;13250;0,227272727;0,772727273;;0;13400,00
10.10.2018;13679;13158;12679;12208;11850;13172;12071;13050;12583;13425;12783;12229;10654;9696;FALSE;21;16;51;38;7;15;23;22;13513;0,272727273;0,727272727;;0;13679,00
11.10.2018;14079;13504;12942;12358;12008;13508;12250;13158;12692;13471;12893;12275;10654;9688;FALSE;20;15;50;37;8;14;23;22;13870;0,318181818;0,681818182;;0;14079,00
12.10.2018;14083;13583;12925;12342;12017;13531;12279;13125;12700;13446;12888;12263;10663;9688;FALSE;19;14;49;36;9;13;23;22;13878;0,363636364;0,636363636;;0;14083,00
15.10.2018;14058;13558;12938;12254;11983;13518;12263;13092;12667;13379;12850;12246;10642;9675;FALSE;16;13;46;35;10;12;23;22;13831;0,409090909;0,590909091;;0;14058,00
16.10.2018;13946;13321;12692;12033;11783;13319;12008;12917;12513;13333;12693;12117;10571;9663;FALSE;15;12;45;34;11;11;23;22;13634;0,454545455;0,545454545;;0;13946,00
17.10.2018;14075;13625;12925;12092;11842;13542;12104;12975;12575;13404;12765;12163;10579;9658;FALSE;14;11;44;33;12;10;23;22;13830;0,5;0,5;;0;14075,00
18.10.2018;13950;13271;12604;11958;11792;13275;12020;12913;12504;13379;12704;12111;10549;9624;FALSE;13;10;43;32;13;9;23;22;13549;0,545454545;0,454545455;;0;13950,00
19.10.2018;13941;13145;12508;11841;11708;13198;11932;12870;12495;13370;12667;12104;10545;9621;FALSE;12;9;42;31;14;8;23;22;13434;0,590909091;0,409090909;;0;13941,00
22.10.2018;13888;13004;12429;11779;11658;13107;11858;12850;12450;13342;12625;12004;10504;9554;FALSE;9;8;39;30;15;7;23;22;13285;0,636363636;0,363636364;;0;13888,00
23.10.2018;13804;12767;12325;11658;11504;12965;11671;12696;12275;13233;12469;11829;10421;9508;FALSE;8;7;38;29;16;6;23;22;13050;0,681818182;0,318181818;;0;13804,00
24.10.2018;13771;12613;12250;11546;11442;12878;11592;12600;12179;13046;12354;11725;10358;9467;FALSE;7;6;37;28;17;5;23;22;12876;0,727272727;0,272727273;;0;13771,00
25.10.2018;13654;12392;12242;11467;11400;12762;11583;12538;12042;12817;12245;11592;10283;9429;FALSE;6;5;36;27;18;4;23;22;12621;0,772727273;0,227272727;;1;12392,00
26.10.2018;13654;12363;12254;11483;11417;12757;11588;12533;12033;12788;12236;11575;10271;9425;FALSE;5;4;35;26;19;3;23;22;12539;0,818181818;0,181818182;;1;12363,00
29.10.2018;13638;12208;12225;11404;11333;12690;11492;12492;12025;12729;12185;11575;10288;9458;FALSE;2;3;32;25;20;2;23;22;12338;0,863636364;0,136363636;;1;12208,00
30.10.2018;13658;12367;12346;11442;11346;12790;11567;12550;12083;12775;12244;11625;10313;9467;FALSE;1;2;31;24;21;1;23;22;12426;0,909090909;0,090909091;;1;12367,00
31.10.2018;12600;12508;11588;11521;11908;12554;11672;12713;12150;12779;12329;11725;10296;9479;FALSE;0;1;30;23;22;0;23;22;12508;0,954545455;0,045454545;;1;12508,00
01.11.2018;12579;12500;11571;11525;11917;12540;11671;12742;12117;12758;12322;11700;10258;9471;TRUE;29;22;60;43;1;20;23;21;12575;0,047619048;1,047619048;;0;12579,00
02.11.2018;12617;12658;11554;11508;11942;12638;11668;12658;12033;12733;12274;11613;10242;9467;FALSE;28;21;59;42;2;19;23;21;12621;0;1;;0;12617,00
05.11.2018;12400;12404;11388;11383;11854;12402;11542;12475;11733;12504;12064;11446;10150;9400;FALSE;25;20;56;41;3;18;23;21;12401;0,047619048;0,952380952;;0;12400,00
06.11.2018;11958;11942;11046;11133;11663;11950;11281;12171;11421;12263;11784;11179;10017;9317;FALSE;24;19;55;40;4;17;23;21;11955;0,095238095;0,904761905;;0;11958,00
07.11.2018;11800;11771;10971;11025;11692;11786;11229;12163;11371;12213;11744;11146;10029;9342;FALSE;23;18;54;39;5;16;23;21;11793;0,142857143;0,857142857;;0;11800,00
08.11.2018;11671;11538;10850;10908;11625;11604;11128;12071;11302;12125;11657;11017;9942;9308;FALSE;22;17;53;38;6;15;23;21;11633;0,19047619;0,80952381;;0;11671,00
09.11.2018;11767;11604;10771;10833;11633;11686;11079;12000;11150;12096;11582;10883;9838;9275;FALSE;21;16;52;37;7;14;23;21;11713;0,238095238;0,761904762;;0;11767,00
12.11.2018;11942;11667;10904;10950;11750;11804;11201;12088;11163;12096;11637;10892;9813;9275;FALSE;18;15;49;36;8;13;23;21;11837;0,285714286;0,714285714;;0;11942,00
13.11.2018;11846;11358;10629;10729;11617;11602;10992;11958;11000;11954;11476;10704;9633;9246;FALSE;17;14;48;35;9;12;23;21;11637;0,333333333;0,666666667;;0;11846,00
14.11.2018;11454;10146;9525;9867;10842;10800;10078;11275;10546;11542;10860;10154;9167;9000;FALSE;16;13;47;34;10;11;23;21;10831;0,380952381;0,619047619;;0;11454,00
15.11.2018;11558;10383;9908;10067;10979;10971;10318;11475;10708;11625;11032;10121;9117;8917;FALSE;15;12;46;33;11;10;23;21;10943;0,428571429;0,571428571;;0;11558,00
16.11.2018;11571;10442;10000;10088;11133;11006;10407;11567;10792;11725;11123;10183;9138;8917;FALSE;14;11;45;32;12;9;23;21;10926;0,476190476;0,523809524;;0;11571,00
19.11.2018;11500;10317;9833;9883;11192;10908;10303;11396;10679;11629;11002;10092;9096;8892;FALSE;11;10;42;31;13;8;23;21;10768;0,523809524;0,476190476;;0;11500,00
20.11.2018;11417;10108;9550;9613;10979;10763;10047;11038;10463;11446;10749;9813;8883;8733;FALSE;10;9;41;30;14;7;23;21;10544;0,571428571;0,428571429;;0;11417,00
21.11.2018;11467;10388;9600;9667;11038;10927;10101;11067;10421;11388;10744;9771;8833;8667;FALSE;9;8;40;29;15;6;23;21;10696;0,619047619;0,380952381;;0;11467,00
22.11.2018;11525;10617;9883;9996;11342;11071;10407;11313;10592;11567;10970;9858;8904;8717;FALSE;8;7;39;28;16;5;23;21;10833;0,666666667;0,333333333;;0;11525,00
23.11.2018;11600;10938;10225;10300;11550;11269;10692;11633;10829;11758;11228;10058;9050;8817;FALSE;7;6;38;27;17;4;23;21;11064;0,714285714;0,285714286;;0;11600,00
26.11.2018;11646;11354;10379;10504;11692;11500;10858;11842;11033;11971;11426;10238;9158;8875;FALSE;4;5;35;26;18;3;23;21;11396;0,761904762;0,238095238;;1;11354,00
27.11.2018;11629;11575;10667;10746;11783;11602;11065;11963;11117;12083;11557;10308;9175;8900;FALSE;3;4;34;25;19;2;23;21;11580;0,80952381;0,19047619;;1;11575,00
28.11.2018;11646;11313;10446;10508;11667;11479;10874;11792;10925;11933;11381;10158;9083;8883;FALSE;2;3;33;24;20;1;23;21;11329;0,857142857;0,142857143;;1;11313,00
29.11.2018;11653;11263;10317;10467;11667;11458;10817;11721;10767;11758;11266;10083;9058;8821;FALSE;1;2;32;23;21;0;23;21;11263;0,904761905;0,095238095;;1;11263,00
30.11.2018;11525;10571;10725;11825;11900;11525;11040;11892;10871;11850;11413;10167;9125;8858;FALSE;0;1;31;22;22;1;23;23;10612;0,956521739;0,043478261;;1;10571,00
03.12.2018;12121;11550;11575;12325;12375;12121;11817;12200;11258;12192;11867;10550;9350;8992;TRUE;28;21;59;44;1;22;22;23;12096;0,086956522;0,913043478;;0;12121,00
04.12.2018;12033;11558;11663;12325;12417;12033;11849;12158;11279;12204;11873;10571;9367;8975;FALSE;27;20;58;43;2;21;22;23;11992;0,130434783;0,869565217;;0;12033,00
05.12.2018;11875;11600;11613;12313;12392;11875;11842;12146;11225;12163;11844;10538;9350;8954;FALSE;26;19;57;42;3;20;22;23;11839;0,173913043;0,826086957;;0;11875,00
06.12.2018;11742;11383;11546;12271;12308;11742;11734;12092;11158;12104;11772;10554;9358;8967;FALSE;25;18;56;41;4;19;22;23;11680;0,217391304;0,782608696;;0;11742,00
07.12.2018;11875;11350;11575;12329;12346;11875;11752;12075;11133;12092;11763;10521;9350;8958;FALSE;24;17;55;40;5;18;22;23;11761;0,260869565;0,739130435;;0;11875,00
10.12.2018;11729;11323;11550;12188;12317;11729;11687;12038;11038;12021;11696;10483;9333;8950;FALSE;21;16;52;39;6;17;22;23;11623;0,304347826;0,695652174;;0;11729,00
11.12.2018;11532;11245;11432;12003;12216;11532;11560;11953;10978;11933;11606;10416;9291;8920;FALSE;20;15;51;38;7;16;22;23;11445;0,347826087;0,652173913;;0;11532,00
12.12.2018;11795;11858;11958;12542;12524;11795;12119;12283;11183;12038;11906;10567;9358;8995;FALSE;19;14;50;37;8;15;22;23;11817;0,391304348;0,608695652;;0;11795,00
13.12.2018;11833;11983;12192;12508;12508;11833;12228;12221;11304;12050;11951;10613;9391;9003;FALSE;18;13;49;36;9;14;22;23;11892;0,434782609;0,565217391;;0;11833,00
14.12.2018;11783;11850;12050;12283;12350;11783;12061;12033;11254;11933;11821;10588;9358;8982;FALSE;17;12;48;35;10;13;22;23;11812;0,47826087;0,52173913;;0;11783,00
17.12.2018;11808;11833;12092;12275;12333;11808;12067;12021;11283;11938;11827;10588;9345;8979;FALSE;14;11;45;34;11;12;22;23;11820;0,52173913;0,47826087;;0;11808,00
18.12.2018;11808;11608;11992;12213;12308;11808;11937;12067;11333;11858;11799;10550;9308;8933;FALSE;13;10;44;33;12;11;22;23;11704;0,565217391;0,434782609;;0;11808,00
19.12.2018;11788;11504;11842;12129;12171;11788;11825;11875;11250;11783;11684;10517;9275;8875;FALSE;12;9;43;32;13;10;22;23;11627;0,608695652;0,391304348;;0;11788,00
20.12.2018;11746;11158;11458;11742;11917;11746;11453;11650;11075;11617;11449;10367;9192;8804;FALSE;11;8;42;31;14;9;22;23;11388;0,652173913;0,347826087;;0;11746,00
21.12.2018;11754;11063;11367;11717;11892;11754;11382;11546;11042;11575;11386;10363;9200;8792;FALSE;10;7;41;30;15;8;22;23;11303;0,695652174;0,304347826;;0;11754,00
24.12.2018;11069;11320;11745;11907;11908;11378;11591;11032;11554;10081;10369;9192;8786;8762;FALSE;7;6;38;29;16;7;22;23;11244;0,739130435;0,260869565;;0;11069,00
27.12.2018;11161;11420;11828;11940;11858;11469;11691;11090;11600;10098;10406;9217;8815;8754;FALSE;4;3;35;26;19;4;22;23;11375;0,869565217;0,130434783;;1;11420,00
28.12.2018;11258;11496;11900;11983;11938;11552;11738;11158;11646;10108;10433;9221;8820;8752;FALSE;3;2;34;25;20;3;22;23;11465;0,913043478;0,086956522;;1;11496,00
31.12.2018;11346;11592;12017;12071;12075;11651;11896;11238;11738;10225;10675;9483;8892;8792;FALSE;0;1;31;24;21;2;22;23;11571;0,956521739;0,043478261;;1;11592,00
02.01.2019;11075;11333;11808;11954;11963;11405;11779;11196;11713;10229;10596;9454;8850;8771;TRUE;29;22;57;42;2;18;24;20;11101;0,1;1,1;;0;11075,00
03.01.2019;10642;10925;11600;11696;11713;11056;11513;11042;11596;10079;10433;9367;8790;8746;FALSE;28;21;56;41;3;17;24;20;10684;0,05;1,05;;0;10642,00
04.01.2019;10392;10625;11396;11533;11571;10804;11354;10975;11529;9992;10371;9298;8764;8733;FALSE;27;20;55;40;4;16;24;20;10439;0;1;;0;10392,00
07.01.2019;10296;10663;11517;11588;11588;10825;11417;11054;11579;9983;10388;9321;8763;8743;FALSE;24;19;52;39;5;15;24;20;10388;0,05;0,95;;0;10296,00
08.01.2019;10100;10625;11575;11600;11583;10767;11429;10958;11563;9979;10388;9363;8758;8761;FALSE;23;18;51;38;6;14;24;20;10258;0,1;0,9;;0;10100,00
09.01.2019;9883;10379;11417;11542;11475;10560;11329;10883;11483;9870;10263;9300;8750;8746;FALSE;22;17;50;37;7;13;24;20;10057;0,15;0,85;;0;9883,00
10.01.2019;9575;10033;11225;11458;11367;10278;11179;10796;11354;9725;10133;9258;8717;8700;FALSE;21;16;49;36;8;12;24;20;9758;0,2;0,8;;0;9575,00
11.01.2019;9621;10233;11333;11521;11450;10396;11363;11000;11500;9800;10213;9283;8771;8708;FALSE;20;15;48;35;9;11;24;20;9896;0,25;0,75;;0;9621,00
14.01.2019;9542;10100;11333;11517;11458;10325;11425;11183;11600;9825;10242;9279;8788;8708;FALSE;17;14;45;34;10;10;24;20;9821;0,3;0,7;;0;9542,00
15.01.2019;9571;10125;11429;11563;11488;10375;11475;11125;11533;9825;10233;9279;8758;8696;FALSE;16;13;44;33;11;9;24;20;9876;0,35;0,65;;0;9571,00
16.01.2019;9263;9563;10792;11308;11225;9872;11179;10896;11383;9704;10042;9192;8688;8654;FALSE;15;12;43;32;12;8;24;20;9443;0,4;0,6;;0;9263,00
17.01.2019;9167;9304;10583;11279;11192;9685;11213;10946;11467;9725;10046;9200;8675;8671;FALSE;14;11;42;31;13;7;24;20;9256;0,45;0,55;;0;9167,00
18.01.2019;9000;8971;10279;11083;11050;9417;11058;10913;11396;9675;10117;9250;8683;8667;FALSE;13;10;41;30;14;6;24;20;8980;0,5;0,5;;0;9000,00
21.01.2019;8825;8667;10033;10921;10942;9175;10829;10788;11396;9654;10108;9242;8700;8667;FALSE;10;9;38;29;15;5;24;20;8707;0,55;0,45;;0;8825,00
22.01.2019;8708;8383;9633;10533;10558;8908;10533;10575;11429;9613;10104;9200;8658;8671;FALSE;9;8;37;28;16;4;24;20;8448;0,6;0,4;;0;8708,00
23.01.2019;8613;8017;9550;10567;10525;8726;10442;10496;11458;9554;10021;9167;8638;8673;FALSE;8;7;36;27;17;3;24;20;8106;0,65;0,35;;0;8613,00
24.01.2019;8433;7300;8913;10025;10083;8215;9975;10092;11071;9375;9800;9008;8575;8617;FALSE;7;6;35;26;18;2;24;20;7413;0,7;0,3;;0;8433,00
25.01.2019;8367;7108;9000;10017;10071;8158;9950;10075;11050;9317;9725;8979;8525;8588;FALSE;6;5;34;25;19;1;24;20;7171;0,75;0,25;;1;7108,00
28.01.2019;8208;6775;8650;9546;9575;7878;9500;9558;10575;9083;9433;8883;8433;8500;FALSE;3;4;31;24;20;0;24;20;6775;0,8;0,2;;1;6775,00
29.01.2019;8117;6354;8317;9442;9475;7596;9371;9467;10488;8900;9208;8717;8375;8433;FALSE;2;3;30;23;21;1;24;22;6434;0,863636364;0,045454545;;1;6354,00
30.01.2019;8168;6463;8250;9042;9142;7627;9167;9179;10163;8625;8833;8392;8213;8275;FALSE;1;2;29;22;22;2;24;24;6605;0,916666667;0,083333333;;1;6463,00
31.01.2019;6175;8113;8975;9100;9129;7144;9068;9154;10204;8492;8683;8258;8175;8246;FALSE;0;1;28;21;23;3;24;26;7889;0,961538462;0,192307692;;1;8113,00
01.02.2019;6375;8575;9463;9658;9683;7475;9601;9650;10650;8742;9004;8425;8258;8292;TRUE;27;20;58;41;1;20;21;21;6480;0,047619048;0,952380952;;0;6375,00
04.02.2019;6071;8379;9550;9700;9792;7225;9681;9850;10775;8783;9100;8442;8250;8292;FALSE;24;19;55;40;2;19;21;21;6291;0,095238095;0,904761905;;0;6071,00
05.02.2019;5950;8029;9483;9675;9757;6990;9639;9908;10796;8783;9071;8492;8263;8304;FALSE;23;18;54;39;3;18;21;21;6247;0,142857143;0,857142857;;0;5950,00
06.02.2019;5683;7608;9058;9375;9475;6646;9303;9667;10538;8613;8858;8446;8246;8292;FALSE;22;17;53;38;4;17;21;21;6050;0,19047619;0,80952381;;0;5683,00
07.02.2019;5533;7458;8900;9192;9242;6496;9111;9467;10413;8442;8658;8217;8158;8238;FALSE;21;16;52;37;5;16;21;21;5991;0,238095238;0,761904762;;0;5533,00
08.02.2019;5813;7833;9058;9275;9304;6823;9213;9667;10575;8500;8750;8321;8221;8227;FALSE;20;15;51;36;6;15;21;21;6390;0,285714286;0,714285714;;0;5813,00
11.02.2019;5758;7996;9175;9383;9458;6877;9339;10025;11008;8683;9021;8500;8350;8313;FALSE;17;14;48;35;7;14;21;21;6504;0,333333333;0,666666667;;0;5758,00
12.02.2019;5850;8346;9450;9592;9633;7098;9558;10258;11196;8850;9208;8617;8425;8367;FALSE;16;13;47;34;8;13;21;21;6801;0,380952381;0,619047619;;0;5850,00
13.02.2019;5283;7800;9017;9292;9425;6542;9244;10042;11000;8833;9104;8567;8408;8350;FALSE;15;12;46;33;9;12;21;21;6362;0,428571429;0,571428571;;0;5283,00
14.02.2019;5100;7350;8767;9175;9342;6225;9095;9921;10908;8800;9063;8546;8408;8350;FALSE;14;11;45;32;10;11;21;21;6171;0,476190476;0,523809524;;0;5100,00
15.02.2019;5133;7117;8579;9250;9575;6125;9135;10329;11113;8858;9117;8642;8442;8350;FALSE;13;10;44;31;11;10;21;21;6172;0,523809524;0,476190476;;0;5133,00
18.02.2019;5071;6904;8575;9225;9575;5988;9125;10138;11017;8883;9150;8721;8458;8350;FALSE;10;9;41;30;12;9;21;21;6118;0,571428571;0,428571429;;0;5071,00
19.02.2019;5146;7204;8754;9342;9663;6175;9253;10192;11083;8958;9329;8879;8533;8421;FALSE;9;8;40;29;13;8;21;21;6420;0,619047619;0,380952381;;0;5146,00
20.02.2019;5104;7104;8658;9283;9571;6104;9171;10125;11021;8917;9304;8867;8517;8425;FALSE;8;7;39;28;14;7;21;21;6437;0,666666667;0,333333333;;0;5104,00
21.02.2019;5071;7092;8725;9358;9625;6082;9236;10313;11250;9042;9529;9008;8583;8458;FALSE;7;6;38;27;15;6;21;21;6515;0,714285714;0,285714286;;0;5071,00
22.02.2019;5088;7154;8871;9475;9750;6121;9365;10438;11363;9163;9725;9146;8642;8492;FALSE;6;5;37;26;16;5;21;21;6662;0,761904762;0,238095238;;1;7154,00
25.02.2019;5094;7421;9408;9942;10167;6258;9839;10883;11696;9542;10233;9658;8883;8658;FALSE;3;4;34;25;17;4;21;21;6978;0,80952381;0,19047619;;1;7421,00
26.02.2019;5138;7725;9625;9979;10142;6431;9915;10842;11700;9554;10242;9633;8917;8767;FALSE;2;3;33;24;18;3;21;21;7355;0,857142857;0,142857143;;1;7725,00
27.02.2019;5138;8188;9800;10008;10192;6663;10000;11000;11596;9550;10058;9408;8867;8692;FALSE;1;2;32;23;19;2;21;21;7898;0,904761905;0,095238095;;1;8188,00
28.02.2019;8279;9738;9917;10033;10525;8279;9896;10925;11521;9550;10004;9263;8808;8650;FALSE;0;1;31;22;20;1;21;21;9669;0,952380952;0,047619048;;1;9738,00
01.03.2019;8213;9475;9638;9771;10396;8213;9628;10554;11383;9408;9929;9188;8758;8600;TRUE;30;21;60;43;1;21;22;22;8270;0,045454545;0,954545455;;0;8213,00
04.03.2019;8325;9675;9800;9842;10483;8325;9772;10667;11483;9488;10004;9196;8767;8604;FALSE;27;20;57;42;2;20;22;22;8448;0,090909091;0,909090909;;0;8325,00
05.03.2019;7975;9183;9383;9533;10217;7975;9367;10308;11258;9283;9817;9058;8679;8529;FALSE;26;19;56;41;3;19;22;22;8140;0,136363636;0,863636364;;0;7975,00
06.03.2019;7679;8600;8913;9175;9925;7679;8896;9979;10963;9071;9538;8958;8546;8488;FALSE;25;18;55;40;4;18;22;22;7846;0,181818182;0,818181818;;0;7679,00
07.03.2019;7275;8296;8879;9188;9896;7275;8788;10038;10929;8983;9350;8879;8488;8417;FALSE;24;17;54;39;5;17;22;22;7507;0,227272727;0,772727273;;0;7275,00
08.03.2019;7083;8113;8958;9329;9842;7083;8800;10025;10988;8983;9367;8863;8454;8408;FALSE;23;16;53;38;6;16;22;22;7364;0,272727273;0,727272727;;0;7083,00
11.03.2019;6988;7896;8788;9329;9792;6988;8671;9950;10933;8908;9258;8767;8383;8346;FALSE;20;15;50;37;7;15;22;22;7277;0,318181818;0,681818182;;0;6988,00
12.03.2019;7021;7892;8783;9446;9850;7021;8707;9988;10938;8938;9263;8750;8375;8354;FALSE;19;14;49;36;8;14;22;22;7338;0,363636364;0,636363636;;0;7021,00
13.03.2019;7033;8088;8883;9546;9900;7033;8839;9975;10946;8921;9171;8688;8375;8350;FALSE;18;13;48;35;9;13;22;22;7465;0,409090909;0,590909091;;0;7033,00
14.03.2019;7550;8858;9646;10046;10350;7550;9517;10492;11329;9092;9400;8833;8442;8396;FALSE;17;12;47;34;10;12;22;22;8145;0,454545455;0,545454545;;0;7550,00
15.03.2019;7763;9058;9842;10188;10458;7763;9696;10529;11413;9146;9519;8896;8446;8392;FALSE;16;11;46;33;11;11;22;22;8411;0,5;0,5;;0;7763,00
18.03.2019;7521;8646;9542;9863;10117;7521;9350;10292;11183;8992;9342;8854;8417;8375;FALSE;13;10;43;32;12;10;22;22;8135;0,545454545;0,454545455;;0;7521,00
19.03.2019;7521;8758;9533;9833;10100;7521;9375;10296;11192;8988;9308;8838;8413;8331;FALSE;12;9;42;31;13;9;22;22;8252;0,590909091;0,409090909;;0;7521,00
20.03.2019;7592;9229;9625;9892;10225;7592;9582;10450;11321;9117;9450;8942;8467;8354;FALSE;11;8;41;30;14;8;22;22;8634;0,636363636;0,363636364;;0;7592,00
21.03.2019;7600;9096;9371;9579;10017;7600;9349;10208;11129;8992;9346;8867;8438;8333;FALSE;10;7;40;29;15;7;22;22;8620;0,681818182;0,318181818;;0;7600,00
22.03.2019;7592;8954;9150;9417;9933;7592;9174;10175;11021;8913;9296;8821;8429;8321;FALSE;9;6;39;28;16;6;22;22;8583;0,727272727;0,272727273;;0;7592,00
25.03.2019;7563;8842;9200;9542;9950;7563;9194;10175;10900;8933;9271;8796;8446;8321;FALSE;6;5;36;27;17;5;22;22;8551;0,772727273;0,227272727;;0;7563,00
26.03.2019;7525;8613;8963;9292;9842;7525;8956;10025;10758;8854;9192;8767;8429;8317;FALSE;5;4;35;26;18;4;22;22;8415;0,818181818;0,181818182;;1;8613,00
27.03.2019;7546;8625;8900;9213;9775;7546;8913;9958;10738;8842;9121;8748;8429;8317;FALSE;4;3;34;25;19;3;22;22;8478;0,863636364;0,136363636;;1;8625,00
28.03.2019;7571;9088;9346;9638;10004;7571;9357;10304;10888;8950;9288;8854;8496;8346;FALSE;3;2;33;24;20;2;22;22;8950;0,909090909;0,090909091;;1;9088,00
29.03.2019;8767;9058;9350;9808;10079;9058;10042;10683;8850;9542;9192;8788;8425;8317;FALSE;2;1;32;23;21;1;22;22;9045;0,954545455;0,045454545;;1;9058,00
01.04.2019;8846;9092;9388;9850;10046;9108;10121;10700;8871;9542;9191;8763;8417;8308;TRUE;29;22;60;45;0;23;22;23;8846;0,043478261;0,956521739;;0;8846,00
02.04.2019;9113;9283;9504;9950;10129;9300;10171;10708;8892;9575;9217;8767;8404;8304;FALSE;28;21;59;44;1;22;22;23;9120;0,086956522;0,913043478;;0;9113,00
03.04.2019;8896;9063;9263;9833;10029;9074;10050;10621;8783;9475;9117;8713;8354;8283;FALSE;27;20;58;43;2;21;22;23;8911;0,130434783;0,869565217;;0;8896,00
04.04.2019;8608;8738;9029;9667;9867;8792;9867;10496;8696;9383;9029;8629;8300;8246;FALSE;26;19;57;42;3;20;22;23;8625;0,173913043;0,826086957;;0;8608,00
05.04.2019;8604;8750;9013;9671;9921;8789;9892;10471;8692;9379;9028;8525;8204;8200;FALSE;25;18;56;41;4;19;22;23;8629;0,217391304;0,782608696;;0;8604,00
08.04.2019;8717;8783;9058;9742;9975;8853;9963;10546;8746;9408;9068;8558;8229;8200;FALSE;22;17;53;40;5;18;22;23;8731;0,260869565;0,739130435;;0;8717,00
09.04.2019;8575;8763;8996;9738;9967;8778;9896;10546;8825;9446;9124;8563;8271;8238;FALSE;21;16;52;39;6;17;22;23;8624;0,304347826;0,695652174;;0;8575,00
10.04.2019;8546;8617;8900;9725;9942;8688;9892;10488;8783;9404;9091;8596;8275;8225;FALSE;20;15;51;38;7;16;22;23;8568;0,347826087;0,652173913;;0;8546,00
11.04.2019;8565;8595;8890;9600;9880;8683;9835;10455;8765;9365;9056;8515;8250;8210;FALSE;19;14;50;37;8;15;22;23;8575;0,391304348;0,608695652;;0;8565,00
12.04.2019;8942;9188;9446;9892;10117;9192;10108;10667;8900;9467;9163;8642;8321;8258;FALSE;18;13;49;36;9;14;22;23;9038;0,434782609;0,565217391;;0;8942,00
15.04.2019;8963;9363;9496;9942;10192;9274;10229;10729;8958;9525;9225;8733;8363;8288;FALSE;15;12;46;35;10;13;22;23;9137;0,47826087;0,52173913;;0;8963,00
16.04.2019;9042;9500;9504;9958;10208;9349;10229;10729;8979;9542;9253;8779;8383;8304;FALSE;14;11;45;34;11;12;22;23;9261;0,52173913;0,47826087;;0;9042,00
17.04.2019;9042;9446;9492;9925;10213;9326;10250;10725;9000;9567;9267;8796;8392;8308;FALSE;13;10;44;33;12;11;22;23;9253;0,565217391;0,434782609;;0;9042,00
18.04.2019;9088;9338;9417;9908;10208;9281;10254;10725;9008;9575;9271;8804;8400;8325;FALSE;12;9;43;32;13;10;22;23;9229;0,608695652;0,391304348;;0;9088,00
23.04.2019;9088;9404;9513;9975;10275;9335;10300;10767;9121;9750;9464;9013;8492;8379;FALSE;7;6;38;29;16;7;22;23;9308;0,739130435;0,260869565;;0;9088,00
24.04.2019;9058;9550;9679;10046;10351;9429;10367;10892;9296;9971;9690;9175;8550;8442;FALSE;6;5;37;28;17;6;22;23;9422;0,782608696;0,217391304;;1;9550,00
25.04.2019;9075;9625;9708;10071;10371;9469;10396;10879;9258;10013;9705;9075;8504;8438;FALSE;5;4;36;27;18;5;22;23;9505;0,826086957;0,173913043;;1;9625,00
26.04.2019;9046;9496;9590;9979;10275;9377;10271;10821;9225;9996;9683;9071;8479;8429;FALSE;4;3;35;26;19;4;22;23;9418;0,869565217;0,130434783;;1;9496,00
29.04.2019;9046;9550;9692;10117;10425;9429;10392;11017;9304;10067;9772;9146;8488;8429;FALSE;1;2;32;25;20;3;22;23;9484;0,913043478;0,086956522;;1;9550,00
30.04.2019;9538;9629;10071;10438;10758;9583;10422;11083;9313;10075;9785;9171;8496;8429;FALSE;0;1;31;24;21;2;22;23;9621;0,956521739;0,043478261;;1;9629,00
01.05.2019;9492;9604;10021;10388;10663;9548;10357;11054;9304;10079;9777;9125;8496;8429;TRUE;30;23;60;43;1;19;24;20;9498;0,15;1,15;;0;9492,00
02.05.2019;9533;9638;10033;10346;10613;9586;10331;11033;9308;10046;9755;9033;8479;8425;FALSE;29;22;59;42;2;18;24;20;9544;0,1;1,1;;0;9533,00
03.05.2019;9596;9683;10029;10396;10704;9640;10377;11117;9296;10054;9759;9033;8467;8417;FALSE;28;21;58;41;3;17;24;20;9609;0,05;1,05;;0;9596,00
07.05.2019;9438;9517;9933;10275;10583;9477;10264;10954;9183;9921;9634;8958;8383;8350;FALSE;24;19;54;39;5;15;24;20;9458;0,05;0,95;;0;9438,00
08.05.2019;9625;9650;10004;10292;10583;9638;10293;10925;9217;9917;9634;8988;8375;8350;FALSE;23;18;53;38;6;14;24;20;9633;0,1;0,9;;0;9625,00
