Row Labels;4TC_PCURMON;4TC_P+1MON;Days until M CURM;Days until M +1MON;CURM days away;1MON  days away;22;Total days;Perpetual
26/11/2021;24086;22675;4;35;18;13;;31;23267
29/11/2021;24132;23650;1;32;21;10;;31;23805
30/11/2021;23750;22057;0;31;22;9;;31;22549
01/12/2021;26068;23689;30;61;8;39;;47;25663
02/12/2021;26579;24425;29;60;7;38;;45;26244
03/12/2021;28054;25732;28;59;6;37;;43;27730
06/12/2021;27289;25143;25;56;3;34;;37;27115
07/12/2021;26661;23986;24;55;2;33;;35;26508
08/12/2021;25546;22339;23;54;1;32;;33;25449
09/12/2021;25504;21943;22;53;0;31;;31;25504
10/12/2021;25321;22296;21;52;1;30;;31;25223
13/12/2021;25279;22361;18;49;4;27;;31;24902
14/12/2021;24568;20500;17;48;5;26;;31;23912
15/12/2021;24400;20386;16;47;6;25;;31;23623
16/12/2021;24168;20136;15;46;7;24;;31;23258
17/12/2021;23825;19593;14;45;8;23;;31;22733
20/12/2021;23839;20643;11;42;11;20;;31;22705
21/12/2021;23864;21946;10;41;12;19;;31;23122
22/12/2021;23946;22811;9;40;13;18;;31;23470
23/12/2021;24013;23321;8;39;14;17;;31;23700
24/12/2021;23675;23650;7;38;15;16;;31;23663
29/12/2021;25114;25207;2;33;20;11;;31;25174
30/12/2021;26011;26139;1;32;21;10;;31;26098
31/12/2021;25950;26143;0;31;22;9;;31;26087
04/01/2022;24336;24469;27;55;5;33;;38;24354
05/01/2022;24343;24243;26;54;4;32;;36;24332
06/01/2022;23189;23243;25;53;3;31;;34;23194
07/01/2022;23039;23500;24;52;2;30;;32;23068
10/01/2022;21901;21418;21;49;1;27;;28;21884
11/01/2022;21889;22264;20;48;2;26;;28;21916
12/01/2022;21254;21475;19;47;3;25;;28;21278
13/01/2022;20086;20236;18;46;4;24;;28;20107
14/01/2022;20589;20782;17;45;5;23;;28;20623
17/01/2022;20375;19711;14;42;8;20;;28;20185
18/01/2022;20100;17654;13;41;9;19;;28;19314
19/01/2022;19843;17011;12;40;10;18;;28;18832
20/01/2022;20164;19489;11;39;11;17;;28;19899
21/01/2022;20071;18064;10;38;12;16;;28;19211
24/01/2022;20143;19068;7;35;15;13;;28;19567
25/01/2022;19954;17686;6;34;16;12;;28;18658
26/01/2022;19886;16843;5;33;17;11;;28;18038
27/01/2022;19836;17607;4;32;18;10;;28;18403
28/01/2022;19861;18761;3;31;19;9;;28;19115
31/01/2022;17882;21889;0;28;22;6;;28;21030
01/02/2022;17218;21518;27;58;5;36;;41;17742
02/02/2022;17293;22143;26;57;4;35;;39;17790
03/02/2022;16829;21636;25;56;3;34;;37;17219
04/02/2022;17471;22975;24;55;2;33;;35;17786
07/02/2022;18021;24000;21;52;1;30;;31;18214
08/02/2022;18871;24832;20;51;2;29;;31;19256
09/02/2022;19364;25761;19;50;3;28;;31;19983
10/02/2022;20086;25857;18;49;4;27;;31;20831
11/02/2022;20057;25771;17;48;5;26;;31;20979
14/02/2022;19650;24057;14;45;8;23;;31;20787
15/02/2022;19204;24754;13;44;9;22;;31;20815
16/02/2022;18750;23814;12;43;10;21;;31;20384
17/02/2022;18636;24732;11;42;11;20;;31;20799
18/02/2022;18679;24829;10;41;12;19;;31;21060
21/02/2022;18793;25479;7;38;15;16;;31;22028
22/02/2022;18864;24950;6;37;16;15;;31;22005
23/02/2022;19014;26307;5;36;17;14;;31;23013
24/02/2022;18921;23654;4;35;18;13;;31;21669
25/02/2022;18911;24196;3;34;19;12;;31;22150
28/02/2022;22675;24904;0;31;22;9;;31;24257
01/03/2022;24586;26750;30;60;8;38;;46;24962
02/03/2022;24268;26814;29;59;7;37;;44;24673
03/03/2022;25121;28168;28;58;6;36;;42;25556
04/03/2022;26493;29268;27;57;5;35;;40;26840
07/03/2022;27964;30996;24;54;2;32;;34;28142
08/03/2022;28043;31268;23;53;1;31;;32;28144
09/03/2022;28511;32946;22;52;0;30;;30;28511
10/03/2022;27093;29854;21;51;1;29;;30;27185
11/03/2022;26821;28943;20;50;2;28;;30;26962
14/03/2022;25218;26496;17;47;5;25;;30;25431
15/03/2022;24375;25239;16;46;6;24;;30;24548
16/03/2022;25089;27764;15;45;7;23;;30;25713
17/03/2022;25536;28604;14;44;8;22;;30;26354
18/03/2022;25711;29193;13;43;9;21;;30;26756
21/03/2022;25736;29186;10;40;12;18;;30;27116
22/03/2022;25957;29432;9;39;13;17;;30;27463
23/03/2022;26200;29936;8;38;14;16;;30;27943
24/03/2022;26107;28789;7;37;15;15;;30;27448
25/03/2022;26100;28425;6;36;16;14;;30;27340
28/03/2022;26171;27557;3;33;19;11;;30;27049
29/03/2022;26179;27825;2;32;20;10;;30;27276
30/03/2022;26139;27725;1;31;21;9;;30;27249
31/03/2022;26736;28025;0;30;22;8;;30;27681
01/04/2022;26768;28107;29;60;7;38;;45;26976
04/04/2022;25854;27175;26;57;4;35;;39;25989
05/04/2022;25411;26325;25;56;3;34;;37;25485
06/04/2022;23936;24936;24;55;2;33;;35;23993
07/04/2022;25146;26357;23;54;1;32;;33;25183
08/04/2022;25836;27518;22;53;0;31;;31;25836
11/04/2022;25029;27096;19;50;3;28;;31;25229
12/04/2022;25832;27768;18;49;4;27;;31;26082
13/04/2022;25636;27714;17;48;5;26;;31;25971
14/04/2022;26021;28543;16;47;6;25;;31;26509
19/04/2022;26071;28571;11;42;11;20;;31;26958
20/04/2022;25532;27054;10;41;12;19;;31;26121
21/04/2022;25586;27564;9;40;13;18;;31;26415
22/04/2022;25593;28007;8;39;14;17;;31;26683
25/04/2022;25271;25782;5;36;17;14;;31;25551
26/04/2022;25218;25071;4;35;18;13;;31;25133
27/04/2022;25275;26714;3;34;19;12;;31;26157
28/04/2022;25225;26461;2;33;20;11;;31;26022
29/04/2022;26454;27843;1;32;21;10;;31;27395
03/05/2022;26661;28054;28;58;6;36;;42;26860
04/05/2022;27879;29132;27;57;5;35;;40;28036
05/05/2022;28232;29393;26;56;4;34;;38;28354
06/05/2022;28082;29182;25;55;3;33;;36;28174
09/05/2022;28536;29561;22;52;0;30;;30;28536
10/05/2022;27250;28279;21;51;1;29;;30;27284
11/05/2022;27407;28264;20;50;2;28;;30;27464
12/05/2022;27329;27636;19;49;3;27;;30;27360
13/05/2022;27200;27357;18;48;4;26;;30;27221
16/05/2022;27246;27371;15;45;7;23;;30;27275
17/05/2022;28043;28900;14;44;8;22;;30;28272
18/05/2022;28486;29986;13;43;9;21;;30;28936
19/05/2022;28211;28704;12;42;10;20;;30;28375
20/05/2022;28446;29264;11;41;11;19;;30;28746
23/05/2022;27989;28518;8;38;14;16;;30;28236
24/05/2022;27761;27432;7;37;15;15;;30;27597
25/05/2022;27679;27525;6;36;16;14;;30;27597
26/05/2022;27571;27100;5;35;17;13;;30;27304
27/05/2022;27443;26143;4;34;18;12;;30;26663
30/05/2022;27461;26129;1;31;21;9;;30;26529
31/05/2022;26682;28143;0;30;22;8;;30;27753
01/06/2022;25900;27675;29;60;7;38;;45;26176
06/06/2022;25864;27829;24;55;2;33;;35;25976
07/06/2022;24407;26139;23;54;1;32;;33;24459
08/06/2022;23343;24771;22;53;0;31;;31;23343
09/06/2022;23696;25318;21;52;1;30;;31;23748
10/06/2022;23846;26050;20;51;2;29;;31;23988
13/06/2022;22829;25193;17;48;5;26;;31;23210
14/06/2022;23800;26389;16;47;6;25;;31;24301
15/06/2022;23450;25318;15;46;7;24;;31;23872
16/06/2022;23839;26064;14;45;8;23;;31;24413
17/06/2022;24129;26436;13;44;9;22;;31;24799
20/06/2022;23579;24414;10;41;12;19;;31;23902
21/06/2022;23232;23957;9;40;13;18;;31;23536
22/06/2022;23054;22054;8;39;14;17;;31;22602
23/06/2022;23086;23379;7;38;15;16;;31;23228
24/06/2022;22946;22107;6;37;16;15;;31;22513
27/06/2022;23100;21589;3;34;19;12;;31;22174
28/06/2022;23007;20404;2;33;20;11;;31;21328
29/06/2022;23011;21429;1;32;21;10;;31;21939
30/06/2022;22186;22889;0;31;22;9;;31;22685
01/07/2022;22175;22871;30;61;8;39;;47;22293
04/07/2022;21911;22364;27;58;5;36;;41;21966
05/07/2022;20750;21139;26;57;4;35;;39;20790
06/07/2022;19429;19450;25;56;3;34;;37;19431
07/07/2022;18943;19614;24;55;2;33;;35;18981
08/07/2022;18554;18971;23;54;1;32;;33;18567
11/07/2022;18357;18521;20;51;2;29;;31;18368
12/07/2022;17057;17043;19;50;3;28;;31;17056
13/07/2022;17093;17279;18;49;4;27;;31;17117
14/07/2022;17571;18564;17;48;5;26;;31;17731
15/07/2022;18057;19489;16;47;6;25;;31;18334
18/07/2022;17179;18336;13;44;9;22;;31;17515
19/07/2022;17775;19036;12;43;10;21;;31;18182
20/07/2022;18089;19843;11;42;11;20;;31;18711
21/07/2022;17929;19464;10;41;12;19;;31;18523
22/07/2022;17950;19082;9;40;13;18;;31;18425
25/07/2022;17714;17557;6;37;16;15;;31;17633
26/07/2022;17625;17514;5;36;17;14;;31;17564
27/07/2022;17654;17311;4;35;18;13;;31;17455
28/07/2022;17629;17054;3;34;19;12;;31;17277
29/07/2022;16982;18061;2;33;20;11;;31;17678
01/08/2022;17714;18575;30;60;8;38;;46;17864
02/08/2022;16607;17546;29;59;7;37;;44;16756
03/08/2022;15961;16864;28;58;6;36;;42;16090
04/08/2022;15968;16996;27;57;5;35;;40;16097
05/08/2022;16557;17464;26;56;4;34;;38;16652
08/08/2022;16536;17343;23;53;1;31;;32;16561
09/08/2022;16482;17729;22;52;0;30;;30;16482
10/08/2022;16321;17850;21;51;1;29;;30;16372
11/08/2022;16079;16964;20;50;2;28;;30;16138
12/08/2022;15868;16921;19;49;3;27;;30;15973
15/08/2022;15471;16193;16;46;6;24;;30;15615
16/08/2022;15218;15732;15;45;7;23;;30;15338
17/08/2022;15075;15068;14;44;8;22;;30;15073
18/08/2022;15032;14654;13;43;9;21;;30;14919
19/08/2022;15068;14696;12;42;10;20;;30;14944
22/08/2022;15021;14161;9;39;13;17;;30;14648
23/08/2022;14704;12893;8;38;14;16;;30;13859
24/08/2022;14636;12946;7;37;15;15;;30;13791
25/08/2022;14629;12236;6;36;16;14;;30;13353
26/08/2022;14564;11936;5;35;17;13;;30;13075
30/08/2022;14493;9421;1;31;21;9;;30;10943
31/08/2022;10864;12114;0;30;22;8;;30;11781
01/09/2022;11532;13118;29;60;7;38;;45;11779
02/09/2022;12229;14339;28;59;6;37;;43;12523
05/09/2022;12711;14579;25;56;3;34;;37;12862
06/09/2022;13586;14936;24;55;2;33;;35;13663
07/09/2022;14346;16200;23;54;1;32;;33;14402
08/09/2022;15157;16721;22;53;0;31;;31;15157
09/09/2022;15032;16182;21;52;1;30;;31;15069
12/09/2022;15850;17914;18;49;4;27;;31;16116
13/09/2022;16275;18607;17;48;5;26;;31;16651
14/09/2022;15461;16507;16;47;6;25;;31;15663
15/09/2022;15229;16325;15;46;7;24;;31;15476
16/09/2022;14968;15593;14;45;8;23;;31;15129
20/09/2022;15679;18529;10;41;12;19;;31;16782
21/09/2022;15546;17821;9;40;13;18;;31;16500
22/09/2022;15407;18100;8;39;14;17;;31;16623
23/09/2022;15450;18986;7;38;15;16;;31;17161
26/09/2022;15293;18121;4;35;18;13;;31;16935
27/09/2022;15332;18889;3;34;19;12;;31;17512
28/09/2022;15307;17846;2;33;20;11;;31;16945
29/09/2022;15288;17492;1;32;21;10;;31;16781
30/09/2022;17407;16657;0;31;22;9;;31;16875
03/10/2022;17404;16464;28;58;6;36;;42;17270
04/10/2022;19314;18189;27;57;5;35;;40;19173
05/10/2022;19100;18107;26;56;4;34;;38;18995
06/10/2022;18511;17529;25;55;3;33;;36;18429
07/10/2022;18782;18018;24;54;2;32;;34;18737
10/10/2022;17954;17236;21;51;1;29;;30;17930
11/10/2022;17436;16950;20;50;2;28;;30;17404
12/10/2022;17236;16525;19;49;3;27;;30;17165
13/10/2022;17246;16189;18;48;4;26;;30;17105
14/10/2022;17514;16964;17;47;5;25;;30;17422
17/10/2022;17461;16629;14;44;8;22;;30;17239
18/10/2022;18057;17446;13;43;9;21;;30;17874
19/10/2022;18007;17093;12;42;10;20;;30;17702
20/10/2022;17904;16554;11;41;11;19;;30;17409
21/10/2022;17843;16654;10;40;12;18;;30;17367
24/10/2022;17768;15657;7;37;15;15;;30;16713
25/10/2022;17721;15032;6;36;16;14;;30;16287
26/10/2022;17682;14282;5;35;17;13;;30;15755
27/10/2022;17639;13482;4;34;18;12;;30;15145
28/10/2022;17632;13318;3;33;19;11;;30;14900
31/10/2022;11943;11796;0;30;22;8;;30;11835
01/11/2022;12961;12504;29;60;7;38;;45;12890
02/11/2022;14064;13404;28;59;6;37;;43;13972
03/11/2022;13296;12700;27;58;5;36;;41;13223
04/11/2022;13718;12968;26;57;4;35;;39;13641
07/11/2022;13200;12289;23;54;1;32;;33;13172
08/11/2022;13079;12196;22;53;0;31;;31;13079
09/11/2022;13536;12646;21;52;1;30;;31;13507
10/11/2022;13843;12964;20;51;2;29;;31;13786
11/11/2022;14300;13639;19;50;3;28;;31;14236
14/11/2022;14150;14007;16;47;6;25;;31;14122
15/11/2022;13764;13236;15;46;7;24;;31;13645
16/11/2022;13511;12496;14;45;8;23;;31;13249
17/11/2022;13289;11829;13;44;9;22;;31;12865
18/11/2022;13218;11554;12;43;10;21;;31;12681
21/11/2022;13293;12029;9;40;13;18;;31;12763
22/11/2022;13029;11321;8;39;14;17;;31;12258
23/11/2022;13050;11614;7;38;15;16;;31;12355
24/11/2022;13036;11929;6;37;16;15;;31;12465
25/11/2022;13061;12196;5;36;17;14;;31;12587
28/11/2022;13075;12350;2;33;20;11;;31;12607
29/11/2022;13104;12314;1;32;21;10;;31;12569
30/11/2022;12746;10836;0;31;22;9;;31;11391
01/12/2022;12721;10704;30;61;8;39;;47;12378
02/12/2022;12668;10914;29;60;7;38;;45;12395
05/12/2022;12804;11568;26;57;4;35;;39;12677
06/12/2022;12889;11639;25;56;3;34;;37;12788
07/12/2022;12729;11418;24;55;2;33;;35;12654
08/12/2022;13236;12029;23;54;1;32;;33;13199
09/12/2022;13314;12668;22;53;0;31;;31;13314
12/12/2022;13114;12439;19;50;3;28;;31;13049
13/12/2022;13350;12818;18;49;4;27;;31;13281
14/12/2022;13425;12914;17;48;5;26;;31;13343
15/12/2022;13386;12507;16;47;6;25;;31;13216
16/12/2022;13325;11721;15;46;7;24;;31;12963
19/12/2022;13354;11354;12;43;10;21;;31;12709
20/12/2022;13414;12096;11;42;11;20;;31;12946
21/12/2022;13404;11743;10;41;12;19;;31;12761
22/12/2022;13396;11214;9;40;13;18;;31;12481
23/12/2022;10986;10979;8;39;14;17;;31;10983
28/12/2022;11039;11100;3;34;19;12;;31;11076
29/12/2022;10964;11096;2;33;20;11;;31;11049
30/12/2022;10664;10929;1;32;21;10;;31;10844
03/01/2023;10418;10425;28;56;6;34;;40;10419
04/01/2023;9950;10264;27;55;5;33;;38;9991
05/01/2023;9743;10382;26;54;4;32;;36;9814
06/01/2023;10068;10607;25;53;3;31;;34;10116
09/01/2023;9646;9954;22;50;0;28;;28;9646
10/01/2023;9029;9550;21;49;1;27;;28;9048
11/01/2023;8943;9718;20;48;2;26;;28;8998
12/01/2023;9025;9836;19;47;3;25;;28;9112
13/01/2023;8932;9911;18;46;4;24;;28;9072
16/01/2023;9193;10832;15;43;7;21;;28;9603
17/01/2023;9071;10014;14;42;8;20;;28;9340
