Row Labels;4TC_PCURMON;4TC_P+1MON;4TC_P+2MON;4TC_P+3MON;4TC_PCURQ;4TC_P+1Q;4TC_P+2Q;4TC_P+3Q;4TC_P+1CAL;4TC_P+2CAL;4TC_P+3CAL;Rollover;4TC_ROLL
14.08.2006;27231;;;;29239;31763;28594;27719;27181;21047;17325;;
15.08.2006;27597;;;;29706;31653;28956;28188;27438;21425;17531;;
16.08.2006;27369;;;;29022;29966;27444;26688;25697;20403;16925;;
17.08.2006;27325;;;;28538;29391;26600;25894;25109;19859;16769;;
18.08.2006;27459;;;;28542;29938;26484;25747;25081;19656;16688;;
21.08.2006;27381;;;;28464;29550;26216;25584;24753;19463;16563;;
22.08.2006;27242;;;;28385;29458;25911;24972;24261;19203;16450;;
23.08.2006;27078;;;;27736;28275;24989;24367;23514;18528;16306;;
24.08.2006;27294;;;;28100;29831;26025;25372;24842;19267;16575;;
25.08.2006;27728;;;;28681;30461;27164;26372;25711;19825;16819;;
29.08.2006;27819;;;;29000;31125;27744;26839;26419;20419;17061;;
30.08.2006;27594;;;;29125;31500;27875;27219;26481;20536;17261;;
31.08.2006;;;;;29388;31975;28125;27450;26503;20591;17356;;
01.09.2006;30542;;;;30542;31472;28144;27344;26264;20408;17386;;
04.09.2006;30497;;;;30497;30966;27884;27022;25984;20263;17344;;
05.09.2006;30433;;;;30433;31044;27544;26717;25661;19950;17244;;
06.09.2006;30553;;;;30553;31372;27497;26733;25794;19933;17231;;
07.09.2006;31150;;;;31150;32972;28411;27439;26272;20214;17361;;
08.09.2006;31714;;;;31714;33539;28756;27811;26717;20378;17500;;
11.09.2006;31969;;;;31969;34336;29389;28194;27056;20433;17556;;
12.09.2006;32397;;;;32397;34744;29683;28392;27208;20542;17628;;
13.09.2006;32817;;;;32817;35903;31294;29358;27808;20858;17992;;
14.09.2006;32922;;;;32922;35119;30528;28750;27219;20650;17811;;
15.09.2006;33042;;;;33042;35319;30694;28694;27244;20622;17833;;
18.09.2006;33089;;;;33089;35392;30506;28558;27222;20572;17806;;
19.09.2006;32861;;;;32861;34319;29875;27972;26289;20167;17481;;
20.09.2006;32753;;;;32697;32961;28422;26667;25389;19817;17325;;
21.09.2006;32543;;;;32557;32525;28158;26375;25206;19767;17258;;
22.09.2006;32219;;;;32219;31267;27400;25922;24717;19506;17061;;
25.09.2006;32003;;;;31961;30600;27064;25575;24517;19347;16936;;
26.09.2006;31697;;;;31697;30436;26819;25361;24222;19222;16783;;
27.09.2006;31788;;;;31772;32484;27903;25875;24859;19422;16803;;
28.09.2006;31742;;;;31736;32942;28500;26597;25731;19625;16867;;
29.09.2006;;;;;;34103;30016;27875;26741;19872;17016;;
02.10.2006;32361;;;;33958;30808;28164;25122;26875;19956;16944;;
03.10.2006;32306;;;;33700;30486;27931;25139;26692;20150;16944;;
04.10.2006;32261;;;;32347;29194;27275;24653;25944;19856;16797;;
05.10.2006;32242;;;;32339;29192;27178;24444;25908;19889;16808;;
06.10.2006;32716;;;;33513;31109;28469;25266;26772;20253;17031;;
09.10.2006;32664;;;;33519;30925;28178;25342;26869;20400;17075;;
10.10.2006;32425;;;;33083;30539;27928;25278;26558;20214;17056;;
11.10.2006;32319;;;;32519;30228;27581;25089;26189;20028;17028;;
12.10.2006;32322;;;;32667;30444;27625;25103;26436;20083;17056;;
13.10.2006;32256;;;;32886;30944;28006;25319;26889;20264;17364;;
16.10.2006;32144;;;;32786;30897;28036;25150;26731;20117;17372;;
17.10.2006;31597;;;;31681;29778;27222;24761;25903;19881;17228;;
18.10.2006;30989;;;;30200;28236;26153;24139;24886;19461;17039;;
19.10.2006;30822;;;;30117;27756;25903;24072;24903;19411;16981;;
20.10.2006;30853;;;;30664;28486;26361;24375;25778;19594;17067;;
23.10.2006;30822;;;;30644;28461;26242;24342;25806;19553;17053;;
24.10.2006;30722;;;;30608;27683;25917;24167;25136;19458;17033;;
25.10.2006;30531;;;;30461;27633;25825;24050;24858;19469;17053;;
26.10.2006;30494;;;;30428;27450;25706;23933;24681;19406;16992;;
27.10.2006;30581;;;;31042;28525;26336;24222;25517;19669;17125;;
30.10.2006;30550;;;;31219;28706;26519;24336;25561;19683;17172;;
31.10.2006;;;;;31289;28903;26597;24350;25619;19756;17214;;
01.11.2006;31972;;;;32292;29764;27186;24733;26283;19931;17311;;
02.11.2006;32247;;;;32333;29914;27286;24872;26244;20000;17381;;
03.11.2006;32691;;;;33109;30150;27328;24931;26441;19994;17397;;
06.11.2006;32806;;;;33403;30117;27347;24886;26403;20114;17408;;
07.11.2006;32928;;;;33383;30000;27047;24739;26236;20033;17436;;
08.11.2006;33044;;;;33372;29925;27017;24694;26225;20058;17389;;
09.11.2006;32775;;;;32867;28967;26639;24483;25967;19919;17294;;
10.11.2006;32700;;;;32608;29014;26656;24411;25911;19944;17278;;
13.11.2006;32700;;;;32672;28792;26508;24319;25772;19847;17225;;
14.11.2006;32628;;;;32519;28553;26286;24236;25672;19803;17197;;
15.11.2006;32592;;;;32417;28247;26092;24042;25456;19658;17114;;
16.11.2006;32936;;;;33014;28606;26303;24133;25569;19694;17139;;
17.11.2006;33331;;;;33531;29003;26683;24356;25783;19800;17297;;
20.11.2006;33439;;;;33614;29186;26797;24425;25950;19958;17406;;
21.11.2006;33322;;;;33517;29394;27119;24661;26183;20017;17517;;
22.11.2006;33275;;;;33436;29394;27256;24633;26228;20419;17542;;
23.11.2006;33341;;;;33359;29834;27728;25044;26359;20850;18013;;
24.11.2006;33486;;;;33561;30228;28067;25400;26844;21136;18425;;
27.11.2006;33511;;;;33569;30636;28319;25561;27144;21208;18556;;
28.11.2006;33275;;;;33583;30422;28297;25550;27047;21203;18708;;
29.11.2006;33253;;;;33703;31014;28594;25844;27508;21397;18919;;
30.11.2006;;;;;33938;31856;28991;26134;27966;21800;19122;;
01.12.2006;34309;;;;34386;32031;29058;26192;27992;21942;19275;;
04.12.2006;34950;;;;34950;31903;28967;26147;28012;21817;19289;;
05.12.2006;35128;;;;35128;30958;28472;25708;27438;21531;19244;;
06.12.2006;34989;;;;34989;30578;28178;25406;27160;21317;19092;;
07.12.2006;34919;;;;34919;30347;27959;25234;26955;21219;18956;;
08.12.2006;34872;;;;34872;30388;27972;25197;26983;21106;18913;;
11.12.2006;34728;;;;34728;30269;27831;25236;26924;21078;18897;;
12.12.2006;34667;;;;34667;30294;27858;25269;26917;21081;18892;;
13.12.2006;34631;;;;34631;31069;28400;25517;27347;21150;18947;;
14.12.2006;34800;;;;34800;31433;28903;25850;27736;21400;19022;;
15.12.2006;34792;;;;34792;31553;28875;25883;27785;21506;19114;;
18.12.2006;34806;;;;34806;31625;28861;25883;27799;21608;19072;;
19.12.2006;34808;;;;34808;31914;28947;25936;27933;21656;19107;;
20.12.2006;34806;;;;34806;32031;29083;26075;28074;21742;19217;;
21.12.2006;34708;;;;34708;32808;29353;26286;28469;21853;19358;;
22.12.2006;;;;;;32900;29403;26353;28524;21878;19403;;
02.01.2007;34908;;;;34314;31867;27581;26197;22581;19972;18917;;
03.01.2007;35378;;;;34267;32064;28150;26778;23136;20206;19047;;
04.01.2007;35578;;;;34458;32036;28097;26839;23083;20131;18911;;
05.01.2007;36042;;;;35119;32342;28722;27722;23269;20292;18922;;
08.01.2007;36536;;;;35856;32833;29383;28367;23592;20375;18931;;
09.01.2007;36758;;;;36242;33311;29803;28769;23981;20500;18953;;
10.01.2007;36614;;;;35356;32411;29175;28211;23581;20306;18919;;
11.01.2007;36339;;;;35092;31822;28758;27653;23378;20039;18719;;
12.01.2007;35978;;;;34253;31056;28138;27244;22797;19769;18556;;
15.01.2007;35981;;;;34158;30931;27981;27228;22728;19747;18494;;
16.01.2007;35472;;;;33178;29578;26553;25666;22141;19434;18372;;
17.01.2007;35244;;;;33158;29236;26444;25633;22128;19383;18297;;
18.01.2007;35197;;;;33875;30111;27161;26058;22408;19444;18364;;
19.01.2007;35150;;;;34564;31144;27814;26847;23386;19672;18503;;
22.01.2007;35264;;;;34794;31800;28447;27475;23642;19789;18614;;
23.01.2007;35306;;;;34892;32253;29006;27853;23961;19875;18653;;
24.01.2007;35072;;;;34303;31247;28300;27264;23797;19814;18631;;
25.01.2007;35033;;;;34356;31597;28347;27342;23733;19758;18553;;
26.01.2007;35047;;;;34064;30975;27978;27028;23511;19722;18525;;
29.01.2007;34769;;;;33339;30061;27394;26539;23208;19611;18414;;
30.01.2007;34650;;;;32769;29236;26694;25939;22794;19494;18336;;
31.01.2007;33331;;;;32439;30381;27225;26483;22928;19517;18336;;
01.02.2007;33422;;;;32653;31358;27722;26889;23275;19647;18411;;
02.02.2007;33797;;;;33731;32236;28439;27486;23950;19797;18514;;
05.02.2007;33956;;;;34357;32303;28669;27690;23936;19850;18514;;
06.02.2007;33889;;;;34082;31842;28439;27558;23681;19733;18500;;
07.02.2007;33853;;;;34149;32378;28567;27856;23733;19764;18528;;
08.02.2007;33694;;;;33911;32083;28492;27808;23697;19817;18500;;
09.02.2007;33764;;;;34075;32906;28722;28139;23922;19994;18542;;
12.02.2007;33667;;;;34047;32797;28689;28168;23919;19953;18569;;
13.02.2007;33775;;;;34265;33428;29017;28483;24056;20031;18581;;
14.02.2007;33744;;;;34081;32903;28633;28133;23903;19975;18556;;
15.02.2007;33867;;;;33928;32556;28483;27964;23778;19939;18533;;
16.02.2007;34000;;;;34094;33358;28631;28156;23919;19933;18558;;
19.02.2007;33981;;;;34103;33353;28600;28053;23925;19933;18522;;
20.02.2007;34008;;;;34240;34136;29072;28611;24089;19994;18536;;
21.02.2007;34144;;;;34556;34894;29636;29106;24350;20219;18661;;
22.02.2007;34333;;;;34789;35456;30136;29739;24667;20456;18761;;
23.02.2007;34681;;;;35583;36481;31094;30658;24975;20739;18878;;
26.02.2007;34661;;;;36075;37811;31875;31447;25622;20858;18969;;
27.02.2007;34433;;;;36343;37897;31583;31200;25628;20919;18981;;
28.02.2007;37553;;;;37553;37453;31189;30814;25364;20819;18972;;
01.03.2007;38247;;;;38247;38134;31784;31334;25772;20988;18997;;
02.03.2007;38816;;;;38816;38503;31941;31513;25975;21006;18981;;
05.03.2007;38944;;;;38944;38269;31650;31359;25947;21028;18984;;
06.03.2007;39131;;;;39131;37800;31206;30684;25741;20938;18916;;
07.03.2007;39322;;;;39322;37941;31172;30581;25678;20938;18906;;
08.03.2007;39553;;;;39553;38372;31622;30981;25853;20922;18891;;
09.03.2007;39781;;;;39781;38278;31638;31038;25953;20966;18913;;
12.03.2007;39859;;;;39859;37931;31513;30913;25844;20863;18819;;
13.03.2007;39844;;;;39844;37859;31391;30794;25834;20897;18781;;
14.03.2007;39675;;;;39675;36841;30453;29997;25431;20763;18769;;
15.03.2007;39828;;;;39828;37700;30944;30478;25566;20850;18747;;
16.03.2007;40069;;;;40069;38184;31400;30722;25703;20897;18766;;
19.03.2007;40169;;;;40169;38381;31825;31209;25828;20928;18747;;
20.03.2007;40294;;;;40294;38709;32384;31597;26066;21066;18788;;
21.03.2007;40306;;;;40306;39319;33106;32156;26400;21278;18850;;
22.03.2007;40406;;;;40406;39953;33497;32506;26822;21553;18959;;
23.03.2007;40600;;;;40600;40338;34013;32938;27188;21678;19019;;
26.03.2007;40563;;;;40563;40000;33853;32897;27084;21756;19025;;
27.03.2007;40544;;;;40544;39056;33000;32000;26725;21703;19019;;
28.03.2007;40434;;;;40434;39441;33441;32659;26838;21797;19009;;
29.03.2007;40409;;;;40409;40038;33931;32969;27059;22088;19081;;
30.03.2007;41035;;;;41000;35588;34316;29806;27563;22384;19181;;
02.04.2007;41266;;;;41513;36063;34359;29922;27672;22484;19347;;
03.04.2007;41788;;;;41547;35953;34438;30134;27744;22488;19391;;
04.04.2007;42656;;;;42747;37450;35834;31025;28763;22772;19716;;
05.04.2007;42928;;;;42681;37522;36106;31053;28738;22750;19734;;
10.04.2007;42719;;;;42406;38006;36528;31219;28906;22891;19894;;
11.04.2007;42219;;;;41141;36738;35431;30706;28316;22747;19741;;
12.04.2007;42263;;;;41469;36706;35547;31063;28350;22747;19725;;
13.04.2007;42291;;;;41309;36438;35391;30922;28288;22569;19591;;
16.04.2007;42314;;;;42018;37379;36314;31193;28700;22746;19646;;
17.04.2007;42506;;;;42953;38559;37534;32363;29875;23203;19922;;
18.04.2007;43156;;;;44281;40688;39359;34391;31450;24347;20547;;
19.04.2007;43172;;;;44344;40563;39547;34594;31666;24741;20766;;
20.04.2007;43375;;;;45078;41547;40516;35138;32988;25813;21375;;
23.04.2007;43938;;;;46141;43984;43219;37719;35000;26797;22094;;
24.04.2007;44141;;;;46988;45391;44563;39406;37453;27484;22625;;
25.04.2007;44313;;;;47094;44719;44188;39219;36828;27203;22572;;
26.04.2007;44500;;;;47156;44391;43656;39063;36797;26875;22450;;
27.04.2007;44472;;;;46625;43819;43297;38625;36297;26641;22234;;
30.04.2007;47088;;;;47247;43359;42756;38047;35934;26266;22231;;
01.05.2007;47375;;;;47216;43391;42756;38016;35841;26153;22184;;
02.05.2007;47734;;;;47828;44844;43859;38969;36384;26469;22313;;
03.05.2007;48609;;;;49388;45856;44703;39844;37325;27559;22769;;
04.05.2007;49675;;;;50250;47234;46313;41094;38522;28531;23322;;
08.05.2007;50625;;;;51531;49281;48359;42844;39956;29766;24531;;
09.05.2007;50719;;;;51594;49075;48406;43188;39966;29944;24813;;
10.05.2007;50491;;;;51484;49063;48266;42922;39328;29594;24625;;
11.05.2007;50625;;;;51547;49156;48438;42922;39188;29453;24609;;
14.05.2007;50641;;;;51375;48969;48188;42828;39031;29153;24466;;
15.05.2007;50453;;;;50563;47531;46859;41719;38125;28609;24106;;
16.05.2007;49938;;;;49609;45734;44953;40156;36766;27641;23219;;
17.05.2007;49797;;;;49438;45406;44797;39563;36769;27328;22966;;
18.05.2007;49438;;;;48516;42766;42406;37938;34844;26063;22266;;
21.05.2007;49547;;;;48328;44000;43344;38438;35222;26297;22281;;
22.05.2007;49391;;;;47797;41844;41000;37219;34466;25313;21938;;
23.05.2007;49141;;;;47359;41219;40656;37075;34456;25250;21819;;
24.05.2007;48781;;;;45959;37500;36844;34609;31672;23328;20697;;
25.05.2007;48688;;;;45991;37531;37247;34594;32188;23328;20791;;
29.05.2007;48488;;;;45634;38172;38106;34769;31972;23141;20666;;
30.05.2007;48356;;;;44822;38734;38656;35034;32188;23547;20650;;
31.05.2007;44438;;;;44531;41875;41359;37656;35750;25125;21531;;
01.06.2007;46203;;;;46203;44013;43503;38841;36609;26294;22188;;
04.06.2007;46563;;;;46563;43969;43719;38875;36641;27063;22294;;
05.06.2007;46575;;;;46575;42219;42044;38094;35625;26719;22125;;
06.06.2007;45347;;;;45347;40486;40597;36583;33736;25803;21528;;
07.06.2007;44542;;;;44542;38454;38468;34903;32153;24806;20844;;
08.06.2007;44208;;;;44208;38643;38750;35111;32792;24911;20889;;
11.06.2007;44275;;;;44275;39256;39414;35569;33517;25072;21000;;
12.06.2007;43778;;;;43778;38906;39222;35516;33368;24986;20864;;
13.06.2007;43417;;;;43417;37084;37528;34576;32352;24153;20528;;
14.06.2007;43200;;;;43200;37152;37597;34736;32306;24308;20600;;
15.06.2007;43722;;;;43722;39775;40333;36986;34535;25731;21406;;
18.06.2007;44181;;;;44181;41292;41667;37810;35342;25903;21503;;
19.06.2007;44722;;;;44722;42403;42917;38616;36592;26722;22056;;
20.06.2007;45736;;;;45736;45135;46097;40806;38526;28486;22806;;
21.06.2007;46278;;;;46278;47342;48111;41972;38889;28747;23072;;
22.06.2007;46761;;;;46761;47865;48314;42819;39104;28958;23086;;
25.06.2007;46594;;;;46594;47264;47897;42333;38502;28636;22814;;
26.06.2007;46556;;;;46556;46550;46972;41444;37625;27972;22464;;
27.06.2007;46678;;;;46678;47567;47858;42139;38556;28528;22547;;
28.06.2007;46697;;;;46697;48804;48900;42861;39097;28847;22642;;
29.06.2007;50028;;;;49417;49361;43333;42153;39174;28958;22639;;
02.07.2007;50722;;;;49470;49292;43486;42361;39097;28917;22639;;
03.07.2007;50858;;;;49248;48814;43250;42083;38747;28808;22556;;
04.07.2007;51206;;;;49942;48784;43188;41844;38625;28722;22469;;
05.07.2007;52122;;;;50035;48692;43411;41844;38647;28681;22625;;
06.07.2007;52333;;;;50288;48902;43662;42101;39130;28892;22708;;
09.07.2007;53125;;;;51361;49806;44500;43028;39989;29225;22917;;
10.07.2007;54667;;;;53532;51861;45917;44542;41428;30178;23233;;
11.07.2007;56067;;;;55875;54004;47695;45889;42833;31417;23556;;
12.07.2007;56083;;;;55330;52944;47200;45667;42363;31222;23131;;
13.07.2007;56133;;;;54529;51370;45950;44500;41467;30822;22900;;
16.07.2007;55725;;;;53440;50315;45217;43645;40571;30522;22708;;
17.07.2007;56022;;;;54143;50809;45363;43601;40737;30503;22667;;
18.07.2007;56472;;;;55018;52048;46308;44401;41815;30764;22719;;
19.07.2007;56764;;;;56156;52965;46928;44972;42438;31111;22889;;
20.07.2007;56972;;;;56889;54247;48065;45917;43294;31417;23000;;
23.07.2007;57153;;;;57812;55364;49151;47006;44300;31839;23208;;
24.07.2007;57189;;;;57168;54892;49222;47406;44274;32139;23289;;
25.07.2007;57161;;;;57293;55167;49275;47594;44581;32569;23333;;
26.07.2007;57217;;;;57036;55064;49244;47421;44581;32628;23272;;
27.07.2007;57272;;;;57458;55644;49736;47815;44800;32972;23375;;
30.07.2007;57269;;;;57990;56678;50681;48694;45632;33628;23583;;
31.07.2007;58806;;;;58306;56833;51236;49180;46149;33803;23692;;
01.08.2007;58431;;;;57194;55264;49889;47889;44910;33333;23442;;
02.08.2007;57678;;;;56194;54253;48806;46972;44361;33079;23250;;
03.08.2007;57458;;;;56569;55042;49306;47211;44549;33288;23311;;
06.08.2007;57156;;;;55891;54406;48934;46993;44477;33105;23225;;
07.08.2007;56917;;;;55542;54000;48819;46736;44331;33097;23281;;
08.08.2007;56889;;;;55375;54083;49125;46791;44411;33247;23307;;
09.08.2007;57264;;;;57319;57158;52689;49298;46193;34236;23931;;
10.08.2007;58333;;;;58819;59269;54708;51861;47852;35247;24639;;
13.08.2007;58861;;;;59597;60528;56255;53361;49373;35972;24978;;
14.08.2007;58972;;;;59847;60944;56995;54111;50373;37208;25694;;
15.08.2007;59250;;;;60278;62236;57986;55055;50975;37625;26194;;
16.08.2007;59069;;;;59972;61139;57208;54528;50843;36903;26042;;
17.08.2007;58250;;;;58444;58667;55292;53018;49144;36208;25472;;
20.08.2007;57903;;;;58278;58403;54621;52296;48584;35843;25250;;
21.08.2007;57083;;;;57500;56889;52907;51014;47047;34861;24681;;
22.08.2007;57583;;;;58354;59070;54915;52747;48851;35600;25256;;
23.08.2007;58067;;;;59590;61000;57028;54375;50618;36421;25778;;
24.08.2007;58111;;;;60181;61736;57833;55194;51285;36898;26200;;
28.08.2007;58111;;;;60903;63306;59264;56617;53581;38176;26833;;
29.08.2007;58025;;;;61056;63000;58917;56458;52993;38560;27014;;
30.08.2007;58167;;;;61694;64514;60375;57736;54202;39088;27836;;
31.08.2007;62222;;;;62222;65056;61417;58708;54473;39130;27733;;
03.09.2007;63781;;;;63781;66281;62151;59734;55021;39445;27956;;
04.09.2007;66039;;;;66039;68333;64097;60986;56019;40069;28578;;
05.09.2007;68333;;;;68333;70009;66028;62708;57463;40507;28933;;
06.09.2007;70389;;;;70389;72926;68083;64431;58660;41389;29428;;
07.09.2007;70917;;;;70917;73403;68006;64128;58819;41486;29542;;
10.09.2007;70036;;;;70036;69444;64972;61250;55611;39645;28250;;
11.09.2007;69883;;;;69883;69389;64658;60903;55403;38889;27819;;
12.09.2007;68569;;;;68569;67194;62167;58277;53239;37242;26764;;
13.09.2007;68194;;;;68194;65194;60194;57014;52361;36766;26458;;
14.09.2007;68042;;;;68042;66917;61694;58292;53126;37140;26391;;
17.09.2007;68569;;;;68569;67569;62172;58528;53077;37167;26569;;
18.09.2007;68930;;;;68930;68889;63283;59639;53682;37285;26511;;
19.09.2007;70344;;;;70344;71863;65531;61650;55939;39075;27528;;
20.09.2007;72344;;;;72344;75206;69250;63969;58784;40563;28438;;
21.09.2007;73250;;;;73250;78250;72136;65469;60128;41586;29156;;
24.09.2007;73225;;;;73225;77625;71767;64847;59706;41175;28911;;
25.09.2007;73056;;;;73056;77847;71931;64861;59340;40947;28744;;
26.09.2007;71278;;;;71278;75483;69750;63056;57389;39722;28417;;
27.09.2007;71453;;;;71453;77850;72250;65056;59704;40486;29069;;
28.09.2007;77028;;;;78917;72800;65672;54611;60076;40681;29319;;
01.10.2007;76625;;;;76264;70703;63869;53251;58736;39861;28778;;
02.10.2007;77153;;;;77292;71647;64278;53209;59111;39896;28808;;
03.10.2007;77306;;;;77111;71278;64181;53126;58927;39650;28569;;
04.10.2007;77400;;;;76958;71206;64361;53057;59093;39761;28583;;
05.10.2007;78361;;;;78750;73875;66528;54640;61139;40660;28931;;
08.10.2007;79500;;;;81167;77417;69750;57722;64625;43660;30097;;
09.10.2007;81219;;;;85563;81581;73281;61033;68032;45908;31469;;
10.10.2007;83389;;;;87970;84806;77097;63139;71042;46958;32056;;
11.10.2007;83875;;;;87139;84667;76333;62667;70632;46840;31722;;
12.10.2007;84208;;;;85917;83000;75111;61779;69209;45861;31453;;
15.10.2007;84250;;;;85920;82750;74806;61778;68882;45757;31322;;
16.10.2007;84403;;;;86970;83069;75222;62125;69375;45792;31452;;
17.10.2007;84806;;;;87722;85269;76903;63139;70917;46410;31986;;
18.10.2007;85111;;;;88483;87194;78764;64750;73194;49518;33264;;
19.10.2007;85333;;;;90150;88986;80986;66722;75521;51722;34472;;
22.10.2007;85236;;;;89691;87597;80250;66164;74528;51181;34819;;
23.10.2007;85278;;;;90812;89708;81917;68078;76493;53285;35819;;
24.10.2007;85108;;;;89585;87431;79514;66694;74438;52021;35111;;
25.10.2007;85139;;;;90178;88167;79958;67986;75444;53257;36111;;
26.10.2007;85418;;;;91033;89586;81444;69333;76375;54597;37667;;
29.10.2007;85628;;;;91251;90225;82333;69889;77042;55236;38042;;
30.10.2007;85561;;;;87183;78069;71292;61781;67667;48972;34319;;
31.10.2007;88317;;;;87806;79633;72583;62611;68429;49333;34222;;
01.11.2007;90369;;;;89903;83333;75889;65111;71236;50750;35028;;
02.11.2007;90847;;;;90148;84097;77139;66333;72240;50764;35250;;
05.11.2007;89955;;;;88461;82472;75500;65417;71202;49803;35167;;
06.11.2007;90173;;;;89190;85764;78444;66639;73281;50750;35917;;
07.11.2007;90897;;;;91521;88278;81069;68861;75392;51917;37194;;
08.11.2007;91044;;;;91752;87056;79931;67250;74285;51229;37139;;
09.11.2007;91583;;;;92306;88361;81167;68986;75736;51757;37528;;
12.11.2007;91361;;;;91861;87000;80000;67944;74552;50000;36750;;
13.11.2007;90361;;;;88667;81761;75361;63583;70058;47222;34678;;
14.11.2007;89943;;;;87935;80219;73514;63028;68857;46542;34444;;
15.11.2007;89597;;;;86972;79614;73056;62556;68341;46722;34806;;
16.11.2007;89042;;;;86167;78411;72028;61611;67384;46192;34542;;
19.11.2007;88083;;;;83528;73789;68122;57556;63256;43292;33139;;
20.11.2007;87736;;;;84167;75972;69722;59056;64701;43611;33333;;
21.11.2007;87618;;;;83708;74417;68722;58389;63799;43208;33025;;
22.11.2007;86780;;;;82714;70563;65375;55422;60434;41289;32219;;
23.11.2007;86069;;;;81563;68111;62778;52486;58090;39667;31239;;
26.11.2007;84917;;;;79667;63278;58514;49028;54128;37181;29194;;
27.11.2007;85244;;;;81111;67944;63039;53111;58419;39444;30222;;
