"","Handysize.Bulker.Orderbook..No.","Handymax.Bulker.Orderbook..No.","Panamax.Bulker.Orderbook..No.","Capesize.Bulker.Orderbook..No.","Handysize.Bulker.Orderbook..CGT.","Handymax.Bulker.Orderbook..CGT.","Panamax.Bulker.Orderbook..CGT.","Capesize.Bulker.Orderbook..CGT.","Handysize.Bulker.Orderbook..DWT.","Handymax.Bulker.Orderbook..DWT.","Capesize.Bulker.Orderbook..DWT.","Handysize.Bulker.Orderbook..GT.","Handymax.Bulker.Orderbook..GT.","Capesize.Bulker.Orderbook..GT.","Panamax.Bulker.Orderbook..DWT."
"24-01-2020",245.468705344893,252.560879389899,271.018461036438,211.348456247225,2765964.64937493,4442582.23007379,5439895.63968099,7445911.88982416,7054216.96167715,15520847.8970908,46617100.7456985,4444808.55108605,9238140.28007281,24445754.7379485,22624175.5158867
"25-01-2020",246.13171393199,252.584586529888,270.324674659505,210.850553649626,2771831.55624674,4442687.69146109,5426127.31385805,7428010.17235099,7066859.828325,15519165.7928297,46502702.1048901,4452806.9561463,9238021.9210161,24386486.0003768,22566986.8495097
"26-01-2020",246.832033078663,252.616566979262,269.570770421007,210.32196880233,2778065.14262682,4442925.82694535,5411124.17046596,7409071.88182404,7080388.61814463,15517747.055674,46382017.9053335,4461357.99747703,9238169.4333376,24323947.4580827,22504680.4931979
"27-01-2020",247.569663485981,252.656820770049,268.756747566268,209.76270117621,2784665.41475547,4443296.63676513,5394886.19448624,7389096.99928548,7094803.34467943,15516591.6842042,46255048.0262197,4470461.6836385,9238582.81718534,24258139.048463,22437256.3845813
"28-01-2020",248.344605892333,252.705347942532,267.882605280404,209.172750211415,2791632.3792397,4443800.12129146,5377413.36966374,7368085.50473966,7110104.02235879,15515699.677263,46121792.340447,4480118.02374367,9239262.0729728,24189060.7056408,22364714.4561644
"29-01-2020",249.156861073468,252.762148545283,266.948342688355,208.552115317365,2798966.04305372,4444436.2810282,5358705.67850729,7346037.37715266,7126290.66649932,15515071.0339571,45982250.7146177,4490327.02745892,9240207.20137967,24116712.3604643,22287054.6353293
"30-01-2020",250.00642984251,252.827222635187,265.953958854896,207.90079587279,2806666.41353911,4445205.11661263,5338763.10228992,7322952.5944538,7143363.29330521,15514705.7536586,45836423.0090472,4501088.70500433,9241418.20335293,24041093.9405108,22204276.8443359
"31-01-2020",250.893313049918,252.900570277382,264.899452784604,207.218791225689,2814733.4984043,4446106.62881432,5317585.6210482,7298831.1335341,7161321.91986693,15514603.8360017,45684309.0777547,4512403.06715283,9242895.08010474,23962205.3700827,22116381.00032
"01-02-2020",251.817511583466,252.982191545259,263.784823421846,206.50610069333,2823167.30572437,4447140.81853514,5295173.21358205,7273672.97024646,7180166.5641608,15514765.2808823,45525908.768465,4524270.12522991,9244637.83311234,23880046.5702078,22023367.0152919
"02-02-2020",252.729159461718,253.055777674715,262.711771189467,205.825353401121,2831519.54446564,4448042.31244993,5273600.25212073,7249582.72860729,7198951.37945074,15514574.0143843,45373990.0405651,4536060.25678236,9246113.62570576,23801254.6817879,21933832.1971323
"03-02-2020",253.628257597233,253.121328739372,261.680295013269,205.176548667587,2839790.2229886,4448811.11146045,5252866.71506824,7226560.38450078,7217676.38453998,15514030.0363139,45228552.7419753,4547773.47361185,9247322.45936098,23725829.6259479,21847776.4562107
"04-02-2020",254.514806890077,253.17884480487,260.690393860707,204.559685843249,2847979.34957286,4449447.21633661,5232972.58166958,7204605.91488055,7236341.59817381,15513133.3461276,45089596.727106,4559409.7874443,9248264.33528871,23653771.3271837,21765199.7063822
"05-02-2020",255.388808227716,253.228325928782,259.742066740849,203.974764310604,2856086.93241604,4449950.62771516,5213917.83200987,7183719.29776935,7254947.03903677,15511883.9429277,44957121.8568573,4570969.20992805,9248939.25443178,23585079.7133624,21686101.864984
"06-02-2020",256.250262485056,253.26977216063,258.835312704365,203.421783484112,2864112.97963405,4450321.34609986,5195702.44701423,7163900.5122585,7273492.72575342,15510281.8254629,44831127.9986144,4582451.75263441,9249347.21746546,23519754.7157197,21610482.8528347
"07-02-2020",257.099170524472,253.303183541924,257.970130843568,202.900742810225,2872057.49926159,4450559.37186213,5178326.40844851,7145149.53850888,7291978.67688949,15508326.9921304,44711615.0262541,4593857.42705835,9249488.22479872,23457796.2688636,21538342.5942375
"08-02-2020",257.935533195749,253.3285601061,257.146520292362,202.411641767347,2879920.49925135,4450664.70524006,5161789.69891833,7127466.35774954,7310404.91094989,15506019.4409727,44598582.8201361,4605186.24461723,9249362.27657242,23399204.3107697,21469681.0169758
"09-02-2020",258.759351336122,253.345901878556,256.364480226278,201.954479865873,2887701.98747453,4450637.34633906,5146092.30186976,7110850.95227906,7328771.44638006,15503359.1696798,44492031.2671116,4616438.21665169,9248969.37266035,23343978.7827857,21404498.0523166
"10-02-2020",259.570625770267,253.355208876658,255.624009862457,201.529256648156,2895401.97172073,4450477.29513181,5131234.20158892,7095303.30546442,7347078.30156575,15500346.1755889,44391960.2605162,4627613.35442543,9248309.51266938,23292119.6296273,21342793.6350086
"11-02-2020",260.36935731032,253.356481109725,254.925108459658,201.135971688537,2903020.45969811,4450184.55145812,5117215.38320229,7080823.40174202,7365325.49483319,15496980.4556839,44298369.7001761,4638711.66912546,9247382.695939,23243626.7993822,21284567.7032832
"12-02-2020",261.155546755814,253.349718579002,254.267775318234,200.774624593301,2910557.45903276,4449759.1150245,5104035.83267608,7067411.22661625,7383513.04444773,15493262.0065941,44211259.4923994,4649733.1718611,9246188.92154054,23198500.2435052,21229820.1988522
"13-02-2020",261.929194893786,253.334921277748,253.652009780178,200.445215000741,2918012.97726984,4449200.98540553,5091695.53681723,7055066.76666143,7401640.9686167,15489190.8245987,44130629.5499881,4660677.87366586,9244728.1882799,23156739.9168241,21178551.0669123
"14-02-2020",262.690302498711,253.312089191166,253.077811229092,200.147742581109,2925387.02187289,4448510.16204275,5080194.48327276,7043790.00952037,7419709.28548756,15484766.905623,44056479.7922288,4671545.78549627,9243000.49469531,23118345.7775354,21130760.2561414
